Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
Oasis Dental Care Limited,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1454771530,1-152953749,,http://www.oasisdentalcare.com,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-152953749,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Shaw & Associates Dental Surgeons Ltd,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1484653574,1-161847113,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-161847113,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Hayman's Green Partnership,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1512262119,1-152975097,,http://www.liverpoolsmilestudio.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-152975097,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Apex Dental Care Merrow Partnership,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1454771530,1-1208962678,,http://www.apex-dental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-1208962678,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Apex Dental Care Dronfield 2 Partnership,Oasis Healthcare Support Centre,,Bristol,South Gloucestershire,BS16 1GW,1246413505,1-1612963446,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-1612963446,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Wimborne Total Dental Care Limited,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1202887700,1-256723313,,http://www.wimborne-dental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-256723313,Wimborne Dental Health Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Derby Raynesway Partnership,BUPA Dental Care Support Centre,"Vantage Office Park, Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1454771596,1-3596181878,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-3596181878,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
The Clinic Dental Facial Limited,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1444450888,1-171554154,,http://www.theclinicdentalfacial.com,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-171554154,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Old Christchurch Road Partnership,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1454771530,1-2609509602,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-2609509602,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
The Parks Dental Practice,Bupa Dental Care,"Vantage Office Park, Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1179869643,1-411769566,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-411769566,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Avenue Road Partnership,Oasis Healthcare Support Centre,,Bristol,South Gloucestershire,BS16 1GW,1454771530,1-1434473911,,http://www.thedentalpeople.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-1434473911,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Banks House Dental Practice,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1516256829,1-152955776,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-152955776,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
One 4 One Partnership,Oasis Healthcare Support Centre,,Bristol,South Gloucestershire,BS16 1GW,1454771530,1-1734977880,,http://www.thedentalpeople.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-1734977880,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Hope Dental Practice Limited,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,8448565546,1-570796251,,http://www.hopedentalpractice.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-570796251,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Freshdental Practice Limited,Bupa Dental Care Vantage Office Park,"Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,120464028,1-152949115,,http://www.freshdental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-152949115,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Westbourne Dental Practice,"Bupa Dental Care, Vantage Office Park","Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1202760490,1-2272796031,,http://www.westbournedentalpractice.com,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-2272796031,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Whole Tooth Ltd,Bupa Dental Care,"Vantage Office Park, Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1395209812,1-6982892245,,http://www.wholetoothdental.com,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-6982892245,Whole Tooth Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Archway Dental Practice Limited,Bupa Dental Care Vantage Office Park,"Old Gloucester Road, Hambrook",Bristol,,BS16 1GW,1453760330,1-205030416,,http://www.archwaydental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-205030416,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Emersons Green Medical Centre,St. Lukes Close,Emersons Green,Bristol,Avon,BS16 7AL,1179576006,1-199759449,1-5956231704,http://www.emersonsgreenmedicalcentre.co.uk,South Gloucestershire,South West,2019-01-17T00:00:00Z,http://www.cqc.org.uk/location/1-5956231704,,Services for everyone,"Doctors/GPs,Doctors/GPs",Leap Valley Medical Centre
Patchway Dental Practice,19-21 Coniston Road,Patchway,Bristol,Avon,BS34 5JN,1179692638,1-1264909663,1-6677839024,http://www.patchwaydental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-6677839024,,Services for everyone,Dentist,Mr Touraj Razavi
Mydentist - Emerson's Way - Bristol,110 Emersons Way,Emersons Green,Bristol,,BS16 7AS,1179109911,1-1986938665,1-2055712645,http://www.mydentist.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-2055712645,my dentist,Services for everyone,Dentist,Community Dental Centres Limited
Mydentist - Avonmouth Road - Avonmouth,"Unit 3, Village Walk","Avonmouth Road, Avonmouth",Bristol,,BS11 9LP,1179820055,1-171553721,1-199356950,http://www.mydentist.co.uk,"Bristol, City of",South West,2017-09-06T23:00:00Z,http://www.cqc.org.uk/location/1-199356950,mydentist,Services for everyone,Dentist,IDH Limited
Emersons Green NHS Treatment Centre,The Brooms,Emersons Green,Bristol,,BS16 7FH,1206752552,1-116865921,1-2251815469,,South Gloucestershire,South West,2016-07-21T23:00:00Z,http://www.cqc.org.uk/location/1-2251815469,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs",Hospital,Care UK Clinical Services Limited
Care & Custody (Health) Limited,1 Harlequin Office Park,"Fieldfare, Emersons Green",Bristol,Avon,BS16 7FN,7795401990,1-3267721264,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-3267721264,,"Treatment of disease disorder or injury,Diagnostic and screening procedures",Organisation,
HF Trust Limited,5-6 Brook Office Park,"Folly Brook Road, Emersons Green",Bristol,,BS16 7FL,1179061700,1-102643104,,http://www.hft.org.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-102643104,,"Personal care,Accommodation for persons who require nursing or personal care",Organisation,
Leaving Care South,"5-7 The Parade, Coniston Road",Patchway,Bristol,Avon,BS34 5LP,1179551694,1-5653382603,1-5736745606,http://www.keyschildcare.co.uk,South Gloucestershire,South West,2019-12-18T00:00:00Z,http://www.cqc.org.uk/location/1-5736745606,Leaving Care Bristol,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Learning disabilities,Mental health conditions,Substance misuse problems,Eating disorders",Homecare agencies,The Leaving Care Company Limited
Charterhouse Care Home,The Chocolate Quarter,"Trajectus Way, Keynsham",Bristol,,BS31 2GL,1173637110,1-101606500,1-3998163914,,Bath and North East Somerset,South West,2018-11-16T00:00:00Z,http://www.cqc.org.uk/location/1-3998163914,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities","Nursing homes,Rehabilitation (illness/injury)",The Council of St Monica Trust
The Health Park,"The Dental Suite, Keynsham Health Park","St Clements Road, Keynsham",Bristol,Avon,BS31 1AG,1179869643,1-411769566,1-443062371,,Bath and North East Somerset,South West,2015-07-29T23:00:00Z,http://www.cqc.org.uk/location/1-443062371,,Services for everyone,Dentist,The Parks Dental Practice
St Augustine's Medical Practice,"Block C, The Chocolate Factory","The Chocolate Quarter, via Traversus",Keynsham,,BS31 2GN,1179862343,1-199759439,1-4517101052,http://www.st-augustines.co.uk,Bath and North East Somerset,South West,2019-09-23T23:00:00Z,http://www.cqc.org.uk/location/1-4517101052,,Services for everyone,"Doctors/GPs,Doctors/GPs",St Augustines Medical Practice
Coniston Medical Practice,"The Parade, Coniston Road",Patchway,Bristol,Avon,BS34 5TF,1179692508,1-199759352,,http://www.coniston.gpsurgery.net,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-199759352,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Coniston Medical Practice,"The Parade, Coniston Road",Patchway,Bristol,Avon,BS34 5TF,1179692508,1-199759352,1-583597179,http://www.coniston.gpsurgery.net,South Gloucestershire,South West,2019-12-09T00:00:00Z,http://www.cqc.org.uk/location/1-583597179,,Services for everyone,"Doctors/GPs,Doctors/GPs",Coniston Medical Practice
Flaxpits Lane Dental Practice,15 Flaxpits Lane,Winterbourne,Bristol,Avon,BS36 1JY,1454774207,1-6745422212,1-6780444240,,South Gloucestershire,South West,2018-08-23T23:00:00Z,http://www.cqc.org.uk/location/1-6780444240,,Services for everyone,Dentist,Dr Hmida Dimitri Haddjeri
Dr Hmida Dimitri Haddjeri,"Flaxpits Dental, 15 Flaxpits Lane",Winterbourne,Bristol,,BS36 1JY,1454774207,1-6745422212,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-6745422212,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Flaxpits House,Winterbourne,,Bristol,,BS36 1LB,1454776191,1-101649874,1-118415299,http://www.milestonestrust.org.uk,South Gloucestershire,South West,2018-12-13T00:00:00Z,http://www.cqc.org.uk/location/1-118415299,,Learning disabilities,Residential homes,Milestones Trust
Mydentist - Willow Brook Centre - Bradley Stoke,"Unit 1, 1st Floor East Offices","Willow Brook Centre, Bradley Stoke",Bristol,,BS32 8BS,1454202732,1-152953739,1-262893364,http://www.mydentist.co.uk,South Gloucestershire,South West,2017-12-05T00:00:00Z,http://www.cqc.org.uk/location/1-262893364,,Services for everyone,Dentist,Phoenix Dental Limited
Woodlands Manor Care Home,Ruffet Road,"Kendleshire, Winterbourne",Bristol,,BS36 1AN,1454250593,1-2412270179,1-6572503783,,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-6572503783,,"Sensory impairments,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,The Granville Care Home Limited
Bradley Stoke Surgery,Brook Way,Bradley Stoke,Bristol,,BS32 9DS,1454616262,1-199760284,,http://www.bradleystokesurgery.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-199760284,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Stanton Court,Stanton Drew,,Bristol,,BS39 4ER,1275332410,1-1481156943,1-5828442225,,Bath and North East Somerset,South West,2019-12-24T00:00:00Z,http://www.cqc.org.uk/location/1-5828442225,,Caring for adults over 65 yrs,Nursing homes,Country Court Care Homes 2 Limited
GenesisCare Bristol,"300 Park Avenue, Aztec West",Almondsbury,Bristol,,BS32 4SY,1179804000,1-101728034,1-7554300976,http://www.genesiscare.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-7554300976,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Eating disorders,Physical disabilities",Clinic,Genesis Cancer Care UK Limited
Clover Health and Homecare Limited,"First Floor, Aztec Centre","Aztec West, Almondsbury",Bristol,Avon,BS32 4TD,1454203328,1-3972956614,,http://www.cloverhealthandhomecare.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-3972956614,,Personal care,Organisation,
Clover Health and Homecare,"First Floor, Aztec Centre","Aztec West, Almondsbury",Bristol,Avon,BS32 4TD,1454203328,1-3972956614,1-4328653565,http://www.cloverhealthandhomecare.co.uk,South Gloucestershire,South West,2018-09-19T23:00:00Z,http://www.cqc.org.uk/location/1-4328653565,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Eating disorders,Physical disabilities",Homecare agencies,Clover Health and Homecare Limited
Chew Magna Dental Practice,Harford Square,Chew Magna,Bristol,Somerset,BS40 8RD,1275332371,1-442926365,1-450750078,http://www.chewmagnadentalpractice.com,Bath and North East Somerset,South West,2013-09-12T23:00:00Z,http://www.cqc.org.uk/location/1-450750078,,Services for everyone,Dentist,Chew Magna Dental Practice Limited
Grove Care Limited,"The Grove, 88 High Street",Winterbourne,Bristol,,BS36 1RB,7821960410,1-101683733,,http://www.thegroveonline.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-101683733,,"Personal care,Accommodation for persons who require nursing or personal care,Treatment of disease disorder or injury",Organisation,
Blossom Fields,84 - 86 High Street,Winterbourne,Bristol,,BS36 1RB,1173301400,1-101683733,1-266100003,http://www.thegroveonline.co.uk,South Gloucestershire,South West,2019-01-03T00:00:00Z,http://www.cqc.org.uk/location/1-266100003,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Grove Care Limited
The Grove Residential Home,88 High Street,Winterbourne,Bristol,,BS36 1RB,1454778569,1-101683733,1-127126085,http://www.thegroveonline.co.uk,South Gloucestershire,South West,2018-07-24T23:00:00Z,http://www.cqc.org.uk/location/1-127126085,,"Sensory impairments,Dementia,Mental health conditions,Caring for adults over 65 yrs",Residential homes,Grove Care Limited
